样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
小号铁夹,13,10,0.8721,0.455328,0.455328,1.915321,1.914661,1.916079,0.000741,0.915321,2.239316,0.9995,0.987432,支持曾遭雷击,否
小号铁夹,13,11,0.8173,0.412611,0.412611,1.980802,1.979448,1.982182,0.00138,0.980802,2.395985,0.9995,0.991712,支持曾遭雷击,否
小号铁夹,13,12,0.7674,0.376629,0.376629,2.037551,2.035669,2.039475,0.001868,1.037551,2.531292,0.9995,0.994318,支持曾遭雷击,否
小号铁夹,13,13,0.7266,0.368662,0.368662,1.970912,1.969338,1.972587,0.001649,0.970912,2.372357,0.9995,0.991162,支持曾遭雷击,否
小号铁夹,13,14,0.6848,0.347624,0.347624,1.969947,1.967058,1.972917,0.002974,0.969947,2.37004,0.9995,0.991107,支持曾遭雷击,否
小号铁夹,13,15,0.6438,0.323657,0.323657,1.989144,1.985424,1.992769,0.003693,0.989144,2.41588,0.9995,0.992151,支持曾遭雷击,否
小号铁夹,13,22,0.3435,0.192999,0.192999,1.779805,1.773006,1.786459,0.007559,0.779805,1.913249,0.9995,0.972142,灰区/证据不足,否
小号铁夹,13,30,0.1793,0.097795,0.097795,1.83343,1.826998,1.83973,0.006944,0.83343,2.042528,0.9995,0.97945,支持曾遭雷击,否
小号铁夹,13,37,0.1111,0.060954,0.060954,1.822686,1.810933,1.834918,0.013159,0.822686,2.016492,0.9995,0.978126,支持曾遭雷击,否
小号铁夹,13,44,0.065,0.034542,0.034542,1.881759,1.868525,1.895086,0.014115,0.881759,2.15849,0.9995,0.984555,灰区/证据不足,是
小号铁夹,13,51,0.0376,0.018229,0.018229,2.06267,2.050442,2.074263,0.011549,1.06267,2.590759,0.9995,0.995212,灰区/证据不足,是
小号铁夹,13,58,0.0157,0.008813,0.008813,1.781441,1.77521,1.787567,0.006937,0.781441,1.917215,0.9995,0.972395,灰区/证据不足,是
小号铁夹,13,90,0.0007,0.000389,0.000389,1.797344,1.772368,1.822165,0.027706,0.797344,1.9546,0.9995,0.974685,灰区/证据不足,是
小号铁夹,14,1,2.946,0.87411,0.87411,3.370286,3.359941,3.380594,0.006128,2.370286,5.55695,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,2,2.623,0.803269,0.803269,3.265406,3.255212,3.275396,0.006181,2.265406,5.330793,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,3,2.3355,0.737632,0.737632,3.166215,3.156328,3.175909,0.006184,2.166215,5.114854,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,4,2.2034,0.687933,0.687933,3.202927,3.194043,3.211598,0.005481,2.202927,5.19509,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,5,2.0733,0.638238,0.638238,3.248474,3.240216,3.256489,0.005009,2.248474,5.294208,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,6,1.9548,0.601659,0.601659,3.249016,3.243109,3.254907,0.003631,2.249016,5.295505,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,7,1.8437,0.563319,0.563319,3.272925,3.268565,3.277347,0.002683,2.272925,5.347405,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,8,1.7426,0.53494,0.53494,3.257562,3.255859,3.259459,0.001105,2.257562,5.314173,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,9,1.6389,0.49754,0.49754,3.294009,3.292887,3.295205,0.000704,2.294009,5.393095,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,10,1.5383,0.455328,0.455328,3.378441,3.377276,3.379778,0.000741,2.378441,5.574872,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,11,1.4416,0.412611,0.412611,3.493851,3.491463,3.496285,0.00138,2.493851,5.820951,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,12,1.3535,0.376629,0.376629,3.593725,3.590406,3.59712,0.001868,2.593725,6.031652,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,13,1.2816,0.368662,0.368662,3.476357,3.47358,3.479312,0.001649,2.476357,5.783813,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,14,1.2079,0.347624,0.347624,3.474736,3.469639,3.479974,0.002974,2.474736,5.780288,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,15,1.1355,0.323657,0.323657,3.508346,3.501784,3.51474,0.003693,2.508346,5.851504,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,22,0.6058,0.192999,0.192999,3.138881,3.12689,3.150616,0.007559,2.138881,5.054839,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,30,0.3163,0.097795,0.097795,3.234322,3.222975,3.245436,0.006944,2.234322,5.263219,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,37,0.196,0.060954,0.060954,3.21554,3.194806,3.237119,0.013159,2.21554,5.221141,0.9995,1.0,支持曾遭雷击,否
小号铁夹,14,44,0.1146,0.034542,0.034542,3.317686,3.294353,3.341182,0.014115,2.317686,5.442006,0.9995,1.0,灰区/证据不足,是
小号铁夹,14,51,0.0664,0.018229,0.018229,3.642588,3.620994,3.663061,0.011549,2.642588,6.132071,0.9995,1.0,灰区/证据不足,是
小号铁夹,14,58,0.0277,0.008813,0.008813,3.143051,3.132058,3.15386,0.006937,2.143051,5.064112,0.9995,1.0,灰区/证据不足,是
小号铁夹,14,90,0.0013,0.000389,0.000389,3.337925,3.291541,3.38402,0.027706,2.337925,5.478624,0.9995,1.0,灰区/证据不足,是
小号铁夹,15,1,2.9701,0.87411,0.87411,3.397857,3.387428,3.408249,0.006128,2.397857,5.616028,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,2,2.6446,0.803269,0.803269,3.292296,3.282018,3.302369,0.006181,2.292296,5.388989,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,3,2.3547,0.737632,0.737632,3.192244,3.182276,3.202018,0.006184,2.192244,5.171707,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,4,2.2215,0.687933,0.687933,3.229238,3.220281,3.23798,0.005481,2.229238,5.252367,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,5,2.0903,0.638238,0.638238,3.27511,3.266784,3.283191,0.005009,2.27511,5.35195,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,6,1.9709,0.601659,0.601659,3.275776,3.26982,3.281715,0.003631,2.275776,5.353514,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,7,1.8588,0.563319,0.563319,3.29973,3.295335,3.304188,0.002683,2.29973,5.405386,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,8,1.7569,0.53494,0.53494,3.284294,3.282577,3.286207,0.001105,2.284294,5.37208,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,9,1.6524,0.49754,0.49754,3.321142,3.320011,3.322348,0.000704,2.321142,5.451671,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,10,1.551,0.455328,0.455328,3.406333,3.405158,3.407681,0.000741,2.406333,5.634601,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,11,1.4534,0.412611,0.412611,3.522449,3.520042,3.524904,0.00138,2.522449,5.881505,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,12,1.3646,0.376629,0.376629,3.623197,3.619851,3.62662,0.001868,2.623197,6.093431,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,13,1.2921,0.368662,0.368662,3.504838,3.502039,3.507818,0.001649,2.504838,5.844223,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,14,1.2178,0.347624,0.347624,3.503215,3.498077,3.508496,0.002974,2.503215,5.840701,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,15,1.1448,0.323657,0.323657,3.53708,3.530465,3.543526,0.003693,2.53708,5.912253,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,22,0.6108,0.192999,0.192999,3.164788,3.152698,3.17662,0.007559,2.164788,5.111561,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,30,0.3189,0.097795,0.097795,3.260909,3.249468,3.272113,0.006944,2.260909,5.320922,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,37,0.1976,0.060954,0.060954,3.241789,3.220886,3.263545,0.013159,2.241789,5.278182,0.9995,1.0,支持曾遭雷击,否
小号铁夹,15,44,0.1155,0.034542,0.034542,3.343741,3.320225,3.367421,0.014115,2.343741,5.498077,0.9995,1.0,灰区/证据不足,是
小号铁夹,15,51,0.0669,0.018229,0.018229,3.670017,3.64826,3.690644,0.011549,2.670017,6.189245,0.9995,1.0,灰区/证据不足,是
小号铁夹,15,58,0.0279,0.008813,0.008813,3.165745,3.154672,3.176632,0.006937,2.165745,5.113791,0.9995,1.0,灰区/证据不足,是
小号铁夹,15,90,0.0013,0.000389,0.000389,3.337925,3.291541,3.38402,0.027706,2.337925,5.478624,0.9995,1.0,灰区/证据不足,是
小号铁夹,16,1,2.7432,0.87411,0.87411,3.138279,3.128646,3.147877,0.006128,2.138279,5.053699,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,2,2.4425,0.803269,0.803269,3.040699,3.031207,3.050002,0.006181,2.040699,4.838837,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,3,2.1747,0.737632,0.737632,2.94822,2.939013,2.957246,0.006184,1.94822,4.633502,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,16,4,2.0517,0.687933,0.687933,2.982411,2.974139,2.990486,0.005481,1.982411,4.709677,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,5,1.9306,0.638238,0.638238,3.02489,3.0172,3.032354,0.005009,2.02489,4.80396,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,6,1.8203,0.601659,0.601659,3.025468,3.019967,3.030953,0.003631,2.025468,4.805336,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,7,1.7168,0.563319,0.563319,3.047653,3.043593,3.05177,0.002683,2.047653,4.854469,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,8,1.6227,0.53494,0.53494,3.033425,3.031839,3.035191,0.001105,2.033425,4.823052,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,9,1.5261,0.49754,0.49754,3.067293,3.066248,3.068407,0.000704,2.067293,4.897901,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,10,1.4324,0.455328,0.455328,3.145861,3.144777,3.147106,0.000741,2.145861,5.070663,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,11,1.3423,0.412611,0.412611,3.253188,3.250965,3.255455,0.00138,2.253188,5.304676,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,12,1.2604,0.376629,0.376629,3.346532,3.343441,3.349693,0.001868,2.346532,5.506312,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,13,1.1933,0.368662,0.368662,3.236842,3.234257,3.239593,0.001649,2.236842,5.269171,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,14,1.1248,0.347624,0.347624,3.235684,3.230938,3.240562,0.002974,2.235684,5.26659,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,15,1.0573,0.323657,0.323657,3.266732,3.260622,3.272686,0.003693,2.266732,5.333916,0.9995,1.0,支持曾遭雷击,否
小号铁夹,16,22,0.5641,0.192999,0.192999,2.922818,2.911652,2.933745,0.007559,1.922818,4.576684,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,16,30,0.2945,0.097795,0.097795,3.011407,3.000841,3.021754,0.006944,2.011407,4.773882,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,37,0.1825,0.060954,0.060954,2.994062,2.974755,3.014155,0.013159,1.994062,4.734421,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,16,44,0.1067,0.034542,0.034542,3.08898,3.067256,3.110856,0.014115,2.08898,4.943939,0.9995,1.0,灰区/证据不足,是
小号铁夹,16,51,0.0618,0.018229,0.018229,3.39024,3.370142,3.409295,0.011549,2.39024,5.598587,0.9995,1.0,灰区/证据不足,是
小号铁夹,16,58,0.0258,0.008813,0.008813,2.927463,2.917224,2.93753,0.006937,1.927463,4.587165,0.9995,0.999998,灰区/证据不足,是
小号铁夹,16,90,0.0012,0.000389,0.000389,3.081161,3.038345,3.123711,0.027706,2.081161,4.921314,0.9995,1.0,灰区/证据不足,是
小号铁夹,17,1,2.016,0.87411,0.87411,2.306347,2.299267,2.3134,0.006128,1.306347,3.165802,0.9995,0.999227,支持曾遭雷击,否
小号铁夹,17,2,1.795,0.803269,0.803269,2.234618,2.227642,2.241455,0.006181,1.234618,2.997517,0.9995,0.998639,支持曾遭雷击,否
小号铁夹,17,3,1.5982,0.737632,0.737632,2.166664,2.159898,2.173298,0.006184,1.166664,2.837366,0.9995,0.997726,支持曾遭雷击,否
小号铁夹,17,4,1.5078,0.687933,0.687933,2.191782,2.185703,2.197716,0.005481,1.191782,2.896667,0.9995,0.998114,支持曾遭雷击,否
小号铁夹,17,5,1.4188,0.638238,0.638238,2.222995,2.217344,2.22848,0.005009,1.222995,2.970211,0.9995,0.998512,支持曾遭雷击,否
小号铁夹,17,6,1.3377,0.601659,0.601659,2.223352,2.21931,2.227383,0.003631,1.223352,2.971086,0.9995,0.998516,支持曾遭雷击,否
小号铁夹,17,7,1.2617,0.563319,0.563319,2.239762,2.236778,2.242788,0.002683,1.239762,3.009703,0.9995,0.998692,支持曾遭雷击,否
小号铁夹,17,8,1.1925,0.53494,0.53494,2.229222,2.228057,2.230521,0.001105,1.229222,2.984933,0.9995,0.998582,支持曾遭雷击,否
小号铁夹,17,9,1.1216,0.49754,0.49754,2.254293,2.253525,2.255111,0.000704,1.254293,3.043869,0.9995,0.998832,支持曾遭雷击,否
小号铁夹,17,10,1.0527,0.455328,0.455328,2.311958,2.311161,2.312873,0.000741,1.311958,3.179056,0.9995,0.999261,支持曾遭雷击,否
小号铁夹,17,11,0.9865,0.412611,0.412611,2.390874,2.38924,2.39254,0.00138,1.390874,3.363214,0.9995,0.999615,支持曾遭雷击,否
小号铁夹,17,12,0.9263,0.376629,0.376629,2.459452,2.45718,2.461775,0.001868,1.459452,3.522431,0.9995,0.999786,支持曾遭雷击,否
小号铁夹,17,13,0.877,0.368662,0.368662,2.378874,2.376974,2.380896,0.001649,1.378874,3.335271,0.9995,0.999574,支持曾遭雷击,否
小号铁夹,17,14,0.8266,0.347624,0.347624,2.37786,2.374372,2.381444,0.002974,1.37786,3.332885,0.9995,0.99957,支持曾遭雷击,否
小号铁夹,17,15,0.777,0.323657,0.323657,2.400691,2.396201,2.405066,0.003693,1.400691,3.386008,0.9995,0.999645,支持曾遭雷击,否
小号铁夹,17,22,0.4146,0.192999,0.192999,2.148201,2.139994,2.156232,0.007559,1.148201,2.793688,0.9995,0.997394,支持曾遭雷击,否
小号铁夹,17,30,0.2164,0.097795,0.097795,2.212796,2.205032,2.220399,0.006944,1.212796,2.94613,0.9995,0.998391,支持曾遭雷击,否
小号铁夹,17,37,0.1341,0.060954,0.060954,2.20002,2.185834,2.214784,0.013159,1.20002,2.915691,0.9995,0.998225,支持曾遭雷击,否
小号铁夹,17,44,0.0784,0.034542,0.034542,2.269691,2.253729,2.285765,0.014115,1.269691,3.079393,0.9995,0.998963,灰区/证据不足,是
小号铁夹,17,51,0.0454,0.018229,0.018229,2.490565,2.4758,2.504563,0.011549,1.490565,3.59385,0.9995,0.999837,灰区/证据不足,是
小号铁夹,17,58,0.0189,0.008813,0.008813,2.144537,2.137036,2.151912,0.006937,1.144537,2.785059,0.9995,0.997324,灰区/证据不足,是
小号铁夹,17,90,0.0009,0.000389,0.000389,2.310871,2.278759,2.342783,0.027706,1.310871,3.17379,0.9995,0.999248,灰区/证据不足,是
小号铁夹,18,1,1.7173,0.87411,0.87411,1.964627,1.958597,1.970636,0.006128,0.964627,2.357274,0.9995,0.990795,支持曾遭雷击,否
小号铁夹,18,2,1.529,0.803269,0.803269,1.903472,1.897529,1.909295,0.006181,0.903472,2.210845,0.9995,0.986477,支持曾遭雷击,否
小号铁夹,18,3,1.3614,0.737632,0.737632,1.845637,1.839873,1.851288,0.006184,0.845637,2.071918,0.9995,0.980863,支持曾遭雷击,否
小号铁夹,18,4,1.2844,0.687933,0.687933,1.867042,1.861863,1.872096,0.005481,0.867042,2.123398,0.9995,0.98314,支持曾遭雷击,否
小号铁夹,18,5,1.2086,0.638238,0.638238,1.893651,1.888837,1.898323,0.005009,0.893651,2.187305,0.9995,0.98564,支持曾遭雷击,否
小号铁夹,18,6,1.1395,0.601659,0.601659,1.89393,1.890486,1.897364,0.003631,0.89393,2.187993,0.9995,0.985665,支持曾遭雷击,否
小号铁夹,18,7,1.0747,0.563319,0.563319,1.907801,1.905259,1.910378,0.002683,0.907801,2.221276,0.9995,0.986834,支持曾遭雷击,否
小号铁夹,18,8,1.0158,0.53494,0.53494,1.898905,1.897912,1.900011,0.001105,0.898905,2.199949,0.9995,0.986095,支持曾遭雷击,否
小号铁夹,18,9,0.9554,0.49754,0.49754,1.920249,1.919595,1.920946,0.000704,0.920249,2.251127,0.9995,0.987811,支持曾遭雷击,否
小号铁夹,18,10,0.8967,0.455328,0.455328,1.969348,1.968669,1.970127,0.000741,0.969348,2.368624,0.9995,0.991073,支持曾遭雷击,否
小号铁夹,18,11,0.8403,0.412611,0.412611,2.036545,2.035153,2.037964,0.00138,1.036545,2.5289,0.9995,0.994279,支持曾遭雷击,否
小号铁夹,18,12,0.789,0.376629,0.376629,2.094901,2.092967,2.09688,0.001868,1.094901,2.667582,0.9995,0.99618,支持曾遭雷击,否
小号铁夹,18,13,0.7471,0.368662,0.368662,2.026518,2.0249,2.028241,0.001649,1.026518,2.505023,0.9995,0.993878,支持曾遭雷击,否
小号铁夹,18,14,0.7041,0.347624,0.347624,2.025467,2.022496,2.02852,0.002974,1.025467,2.502505,0.9995,0.993834,支持曾遭雷击,否
小号铁夹,18,15,0.6619,0.323657,0.323657,2.045067,2.041243,2.048795,0.003693,1.045067,2.549159,0.9995,0.994601,支持曾遭雷击,否
小号铁夹,18,22,0.3532,0.192999,0.192999,1.830064,1.823073,1.836906,0.007559,0.830064,2.034414,0.9995,0.979045,支持曾遭雷击,否
小号铁夹,18,30,0.1844,0.097795,0.097795,1.88558,1.878965,1.892059,0.006944,0.88558,2.167896,0.9995,0.984917,支持曾遭雷击,否
小号铁夹,18,37,0.1143,0.060954,0.060954,1.875185,1.863093,1.887769,0.013159,0.875185,2.142748,0.9995,0.983933,支持曾遭雷击,否
小号铁夹,18,44,0.0668,0.034542,0.034542,1.933869,1.920269,1.947565,0.014115,0.933869,2.283412,0.9995,0.988797,灰区/证据不足,是
小号铁夹,18,51,0.0387,0.018229,0.018229,2.123014,2.110429,2.134947,0.011549,1.123014,2.733902,0.9995,0.996871,灰区/证据不足,是
小号铁夹,18,58,0.0161,0.008813,0.008813,1.826828,1.820438,1.83311,0.006937,0.826828,2.02664,0.9995,0.97865,灰区/证据不足,是
小号铁夹,18,90,0.0007,0.000389,0.000389,1.797344,1.772368,1.822165,0.027706,0.797344,1.9546,0.9995,0.974685,灰区/证据不足,是
小号铁夹,19,1,2.564,0.87411,0.87411,2.93327,2.924267,2.942241,0.006128,1.93327,4.600167,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,19,2,2.2829,0.803269,0.803269,2.842011,2.833139,2.850706,0.006181,1.842011,4.395702,0.9995,0.999994,支持曾遭雷击,否
小号铁夹,19,3,2.0326,0.737632,0.737632,2.755576,2.746971,2.764013,0.006184,1.755576,4.200625,0.9995,0.999987,支持曾遭雷击,否
小号铁夹,19,4,1.9177,0.687933,0.687933,2.787625,2.779893,2.795172,0.005481,1.787625,4.27317,0.9995,0.99999,支持曾遭雷击,否
小号铁夹,19,5,1.8045,0.638238,0.638238,2.827315,2.820127,2.834291,0.005009,1.827315,4.362718,0.9995,0.999994,支持曾遭雷击,否
小号铁夹,19,6,1.7013,0.601659,0.601659,2.827681,2.82254,2.832808,0.003631,1.827681,4.36362,0.9995,0.999994,支持曾遭雷击,否
小号铁夹,19,7,1.6046,0.563319,0.563319,2.848476,2.844681,2.852325,0.002683,1.848476,4.410446,0.9995,0.999995,支持曾遭雷击,否
小号铁夹,19,8,1.5167,0.53494,0.53494,2.835272,2.83379,2.836923,0.001105,1.835272,4.380788,0.9995,0.999994,支持曾遭雷击,否
小号铁夹,19,9,1.4264,0.49754,0.49754,2.866907,2.865931,2.867948,0.000704,1.866907,4.451895,0.9995,0.999996,支持曾遭雷击,否
小号铁夹,19,10,1.3389,0.455328,0.455328,2.940515,2.939501,2.941679,0.000741,1.940515,4.616611,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,19,11,1.2546,0.412611,0.412611,3.040639,3.038561,3.042758,0.00138,2.040639,4.839006,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,19,12,1.178,0.376629,0.376629,3.127749,3.12486,3.130703,0.001868,2.127749,5.030916,0.9995,1.0,支持曾遭雷击,否
小号铁夹,19,13,1.1154,0.368662,0.368662,3.025537,3.023121,3.028109,0.001649,2.025537,4.805575,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,19,14,1.0513,0.347624,0.347624,3.024249,3.019813,3.028808,0.002974,2.024249,4.802668,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,19,15,0.9882,0.323657,0.323657,3.053234,3.047524,3.058799,0.003693,2.053234,4.866743,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,19,22,0.5273,0.192999,0.192999,2.732143,2.721705,2.742357,0.007559,1.732143,4.147397,0.9995,0.999983,支持曾遭雷击,否
小号铁夹,19,30,0.2753,0.097795,0.097795,2.815077,2.805201,2.82475,0.006944,1.815077,4.334986,0.9995,0.999993,支持曾遭雷击,否
小号铁夹,19,37,0.1706,0.060954,0.060954,2.798832,2.780785,2.817615,0.013159,1.798832,4.297563,0.9995,0.999991,支持曾遭雷击,否
小号铁夹,19,44,0.0997,0.034542,0.034542,2.886329,2.86603,2.90677,0.014115,1.886329,4.494031,0.9995,0.999997,灰区/证据不足,是
小号铁夹,19,51,0.0578,0.018229,0.018229,3.170807,3.15201,3.188628,0.011549,2.170807,5.123984,0.9995,1.0,灰区/证据不足,是
小号铁夹,19,58,0.0241,0.008813,0.008813,2.734568,2.725004,2.743972,0.006937,1.734568,4.152985,0.9995,0.999984,灰区/证据不足,是
小号铁夹,19,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,1.824398,4.350895,0.9995,0.999993,灰区/证据不足,是
小号铁夹,20,1,2.2116,0.87411,0.87411,2.530117,2.522351,2.537855,0.006128,1.530117,3.685533,0.9995,0.999886,支持曾遭雷击,否
小号铁夹,20,2,1.9692,0.803269,0.803269,2.451482,2.443829,2.458982,0.006181,1.451482,3.503826,0.9995,0.999771,支持曾遭雷击,否
小号铁夹,20,3,1.7533,0.737632,0.737632,2.376932,2.369509,2.384209,0.006184,1.376932,3.330615,0.9995,0.999567,支持曾遭雷击,否
小号铁夹,20,4,1.6542,0.687933,0.687933,2.404594,2.397924,2.411104,0.005481,1.404594,3.395023,0.9995,0.999657,支持曾遭雷击,否
小号铁夹,20,5,1.5565,0.638238,0.638238,2.438745,2.432546,2.444762,0.005009,1.438745,3.47435,0.9995,0.999744,支持曾遭雷击,否
小号铁夹,20,6,1.4676,0.601659,0.601659,2.439255,2.434821,2.443678,0.003631,1.439255,3.47558,0.9995,0.999745,支持曾遭雷击,否
小号铁夹,20,7,1.3841,0.563319,0.563319,2.457046,2.453773,2.460365,0.002683,1.457046,3.516843,0.9995,0.999782,支持曾遭雷击,否
小号铁夹,20,8,1.3083,0.53494,0.53494,2.445695,2.444417,2.447119,0.001105,1.445695,3.490563,0.9995,0.999759,支持曾遭雷击,否
小号铁夹,20,9,1.2304,0.49754,0.49754,2.472969,2.472126,2.473866,0.000704,1.472969,3.553737,0.9995,0.99981,支持曾遭雷击,否
小号铁夹,20,10,1.1549,0.455328,0.455328,2.536411,2.535537,2.537415,0.000741,1.536411,3.700203,0.9995,0.999892,支持曾遭雷击,否
小号铁夹,20,11,1.0822,0.412611,0.412611,2.622812,2.621019,2.624639,0.00138,1.622812,3.898568,0.9995,0.999952,支持曾遭雷击,否
小号铁夹,20,12,1.0161,0.376629,0.376629,2.697883,2.695391,2.700431,0.001868,1.697883,4.069866,0.9995,0.999976,支持曾遭雷击,否
小号铁夹,20,13,0.9621,0.368662,0.368662,2.609709,2.607624,2.611927,0.001649,1.609709,3.868562,0.9995,0.999945,支持曾遭雷击,否
小号铁夹,20,14,0.9068,0.347624,0.347624,2.608569,2.604743,2.612501,0.002974,1.608569,3.865918,0.9995,0.999945,支持曾遭雷击,否
小号铁夹,20,15,0.8524,0.323657,0.323657,2.633654,2.628728,2.638454,0.003693,1.633654,3.923306,0.9995,0.999956,支持曾遭雷击,否
小号铁夹,20,22,0.4548,0.192999,0.192999,2.356493,2.34749,2.365302,0.007559,1.356493,3.282906,0.9995,0.999486,支持曾遭雷击,否
小号铁夹,20,30,0.2374,0.097795,0.097795,2.427531,2.419014,2.435872,0.006944,1.427531,3.448231,0.9995,0.999718,支持曾遭雷击,否
小号铁夹,20,37,0.1472,0.060954,0.060954,2.414936,2.399364,2.431143,0.013159,1.414936,3.418508,0.9995,0.999685,支持曾遭雷击,否
小号铁夹,20,44,0.086,0.034542,0.034542,2.489712,2.472202,2.507344,0.014115,1.489712,3.59159,0.9995,0.999836,灰区/证据不足,是
小号铁夹,20,51,0.0498,0.018229,0.018229,2.731941,2.715745,2.747296,0.011549,1.731941,4.146484,0.9995,0.999983,灰区/证据不足,是
小号铁夹,20,58,0.0208,0.008813,0.008813,2.360125,2.35187,2.368242,0.006937,1.360125,3.291429,0.9995,0.999502,灰区/证据不足,是
小号铁夹,20,90,0.001,0.000389,0.000389,2.567635,2.531954,2.603092,0.027706,1.567635,3.768102,0.9995,0.999918,灰区/证据不足,是
普通钢筋,1,1,2.1603,0.879701,1.319551,2.455721,2.448381,2.462786,0.005866,0.955721,1.567708,0.9995,0.941525,灰区/证据不足,否
普通钢筋,1,2,1.9766,0.8242,1.236301,2.398203,2.390977,2.405166,0.005916,0.898203,1.474428,0.9995,0.929817,灰区/证据不足,否
普通钢筋,1,3,1.8085,0.771639,1.157458,2.343714,2.336432,2.350638,0.006061,0.843714,1.385914,0.9995,0.917113,灰区/证据不足,否
普通钢筋,1,4,1.7291,0.733709,1.100563,2.356658,2.35028,2.362657,0.005252,0.856658,1.40696,0.9995,0.92028,灰区/证据不足,否
普通钢筋,1,5,1.6499,0.694005,1.041008,2.37736,2.371465,2.38289,0.004806,0.87736,1.440597,0.9995,0.925151,灰区/证据不足,否
普通钢筋,1,6,1.5768,0.667011,1.000517,2.363978,2.359734,2.368015,0.003503,0.863978,1.418866,0.9995,0.922031,灰区/证据不足,否
普通钢筋,1,7,1.5072,0.636707,0.955061,2.367179,2.36411,2.370086,0.002524,0.867179,1.424072,0.9995,0.922787,灰区/证据不足,否
普通钢筋,1,8,1.4431,0.616443,0.924665,2.34101,2.340049,2.341958,0.000815,0.84101,1.381544,0.9995,0.916444,灰区/证据不足,否
普通钢筋,1,9,1.3765,0.584546,0.876819,2.354819,2.354162,2.355523,0.000578,0.854819,1.403992,0.9995,0.919839,灰区/证据不足,否
普通钢筋,1,10,1.3109,0.545404,0.818106,2.403539,2.402694,2.404444,0.000728,0.903539,1.483117,0.9995,0.930978,灰区/证据不足,否
普通钢筋,1,11,1.2469,0.503891,0.755837,2.474541,2.472889,2.476169,0.001325,0.974541,1.598225,0.9995,0.945004,灰区/证据不足,否
普通钢筋,1,12,1.1879,0.468935,0.703402,2.533187,2.530889,2.535527,0.001831,1.033187,1.693112,0.9995,0.954783,灰区/证据不足,否
