sample_type,sample_id,delay_days,m0_hat_mt,m0_hat_lower_mt,m0_hat_upper_mt,bootstrap_sd_mt,bootstrap_support_rate,support_probability,relative_width
锈蚀钢筋,5,51,4.845465,4.803661,4.898605,0.024638,0.9995,1.0,0.019594
锈蚀钢筋,5,58,4.021996,3.983131,4.070124,0.021702,0.9995,0.999972,0.021629
锈蚀钢筋,5,90,3.973018,3.872713,4.076939,0.053398,0.9995,0.99996,0.051403
锈蚀钢筋,6,1,5.360468,5.338279,5.380063,0.011028,0.9995,1.0,0.007795
锈蚀钢筋,6,2,5.171113,5.150131,5.189831,0.010377,0.9995,1.0,0.007677
锈蚀钢筋,6,3,4.992092,4.972191,5.009946,0.009845,0.9995,1.0,0.007563
锈蚀钢筋,6,4,5.067009,5.048561,5.083407,0.00906,0.9995,1.0,0.006877
锈蚀钢筋,6,5,5.154546,5.137603,5.169666,0.008356,0.9995,1.0,0.00622
锈蚀钢筋,6,6,5.172288,5.158845,5.183892,0.00652,0.9995,1.0,0.004843
锈蚀钢筋,6,7,5.227544,5.216495,5.236893,0.005356,0.9995,1.0,0.003902
锈蚀钢筋,6,8,5.221785,5.213462,5.228481,0.003794,0.9995,1.0,0.002876
锈蚀钢筋,6,9,5.295757,5.289792,5.300855,0.002776,0.9995,1.0,0.002089
锈蚀钢筋,6,10,5.446253,5.441405,5.450181,0.002203,0.9995,1.0,0.001611
锈蚀钢筋,6,11,5.645948,5.640289,5.65102,0.002766,0.9995,1.0,0.001901
锈蚀钢筋,6,12,5.823538,5.817212,5.829498,0.003191,0.9995,1.0,0.00211
锈蚀钢筋,6,13,5.6543,5.649612,5.659148,0.002589,0.9995,1.0,0.001686
锈蚀钢筋,6,14,5.670201,5.661907,5.678975,0.004493,0.9995,1.0,0.00301
锈蚀钢筋,6,15,5.741478,5.730558,5.752247,0.005749,0.9995,1.0,0.003777
锈蚀钢筋,6,22,5.104746,5.083823,5.128107,0.011536,0.9995,1.0,0.008675
锈蚀钢筋,6,30,5.270456,5.247644,5.296402,0.012753,0.9995,1.0,0.009251
锈蚀钢筋,6,37,5.314659,5.273855,5.361363,0.022842,0.9995,1.0,0.016466
锈蚀钢筋,6,44,5.518131,5.470346,5.574184,0.027292,0.9995,1.0,0.018818
锈蚀钢筋,6,51,6.08957,6.037034,6.156355,0.030964,0.9995,1.0,0.019594
锈蚀钢筋,6,58,5.043124,4.994392,5.103471,0.027212,0.9995,1.0,0.021629
锈蚀钢筋,6,90,5.297357,5.163618,5.435919,0.071197,0.9995,1.0,0.051403
锈蚀钢筋,7,1,2.558687,2.548095,2.56804,0.005264,0.9995,0.958564,0.007795
锈蚀钢筋,7,2,2.468416,2.4584,2.477351,0.004954,0.9995,0.943885,0.007677
锈蚀钢筋,7,3,2.382889,2.37339,2.391412,0.0047,0.9995,0.926408,0.007563
锈蚀钢筋,7,4,2.418633,2.409827,2.42646,0.004325,0.9995,0.934168,0.006877
锈蚀钢筋,7,5,2.460418,2.452331,2.467636,0.003989,0.9995,0.942408,0.00622
锈蚀钢筋,7,6,2.468864,2.462447,2.474403,0.003112,0.9995,0.943971,0.004843
锈蚀钢筋,7,7,2.495335,2.490061,2.499798,0.002557,0.9995,0.948647,0.003902
锈蚀钢筋,7,8,2.492519,2.488546,2.495715,0.001811,0.9995,0.948166,0.002876
锈蚀钢筋,7,9,2.52781,2.524963,2.530243,0.001325,0.9995,0.95395,0.002089
锈蚀钢筋,7,10,2.599618,2.597304,2.601493,0.001052,0.9995,0.9641,0.001611
锈蚀钢筋,7,11,2.694958,2.692257,2.697379,0.00132,0.9995,0.974645,0.001901
锈蚀钢筋,7,12,2.779756,2.776737,2.782601,0.001523,0.9995,0.981695,0.00211
锈蚀钢筋,7,13,2.699191,2.696953,2.701505,0.001236,0.9995,0.975045,0.001686
锈蚀钢筋,7,14,2.706564,2.702605,2.710752,0.002145,0.9995,0.975729,0.00301
锈蚀钢筋,7,15,2.740562,2.735349,2.745702,0.002744,0.9995,0.978679,0.003777
锈蚀钢筋,7,22,2.43643,2.426443,2.44758,0.005506,0.9995,0.937781,0.008675
锈蚀钢筋,7,30,2.515921,2.505031,2.528306,0.006088,0.9995,0.952055,0.009251
锈蚀钢筋,7,37,2.536761,2.517285,2.559054,0.010903,0.9995,0.955305,0.016466
锈蚀钢筋,7,44,2.63532,2.612499,2.66209,0.013034,0.9995,0.968382,0.018818
锈蚀钢筋,7,51,2.90915,2.884051,2.941054,0.014792,0.9995,0.989174,0.019594
锈蚀钢筋,7,58,2.396526,2.373368,2.425203,0.012932,0.9995,0.929409,0.021629
锈蚀钢筋,7,90,2.648679,2.581809,2.717959,0.035598,0.9995,0.969692,0.051403
锈蚀钢筋,8,1,2.920114,2.908027,2.930789,0.006008,0.9995,0.989679,0.007795
锈蚀钢筋,8,2,2.816935,2.805505,2.827132,0.005653,0.9995,0.984206,0.007677
锈蚀钢筋,8,3,2.719511,2.70867,2.729237,0.005363,0.9995,0.976887,0.007563
锈蚀钢筋,8,4,2.760237,2.750188,2.76917,0.004935,0.9995,0.98024,0.006877
锈蚀钢筋,8,5,2.807947,2.798718,2.816184,0.004552,0.9995,0.983628,0.00622
锈蚀钢筋,8,6,2.817715,2.810392,2.824037,0.003552,0.9995,0.984257,0.004843
锈蚀钢筋,8,7,2.847799,2.841779,2.852892,0.002918,0.9995,0.986062,0.003902
锈蚀钢筋,8,8,2.84461,2.840076,2.848258,0.002067,0.9995,0.98588,0.002876
锈蚀钢筋,8,9,2.884943,2.881694,2.88772,0.001512,0.9995,0.98804,0.002089
锈蚀钢筋,8,10,2.966871,2.96423,2.969011,0.0012,0.9995,0.991555,0.001611
锈蚀钢筋,8,11,3.075626,3.072544,3.078389,0.001507,0.9995,0.994795,0.001901
锈蚀钢筋,8,12,3.172203,3.168757,3.175449,0.001738,0.9995,0.996684,0.00211
锈蚀钢筋,8,13,3.080286,3.077732,3.082927,0.00141,0.9995,0.994905,0.001686
锈蚀钢筋,8,14,3.088862,3.084344,3.093641,0.002448,0.9995,0.995101,0.00301
锈蚀钢筋,8,15,3.127498,3.12155,3.133364,0.003131,0.9995,0.995904,0.003777
锈蚀钢筋,8,22,2.780687,2.769289,2.793412,0.006284,0.9995,0.981757,0.008675
锈蚀钢筋,8,30,2.87175,2.85932,2.885887,0.006949,0.9995,0.987364,0.009251
锈蚀钢筋,8,37,2.896055,2.87382,2.921505,0.012447,0.9995,0.988568,0.016466
锈蚀钢筋,8,44,3.006556,2.980521,3.037097,0.01487,0.9995,0.992887,0.018818
锈蚀钢筋,8,51,3.311379,3.282811,3.347695,0.016838,0.9995,0.998321,0.019594
锈蚀钢筋,8,58,2.750795,2.724214,2.783712,0.014843,0.9995,0.979476,0.021629
锈蚀钢筋,8,90,2.648679,2.581809,2.717959,0.035598,0.9995,0.969692,0.051403
锈蚀钢筋,9,1,2.413266,2.403277,2.422088,0.004965,0.9995,0.933044,0.007795
锈蚀钢筋,9,2,2.328049,2.318602,2.336476,0.004672,0.9995,0.913153,0.007677
锈蚀钢筋,9,3,2.247435,2.238475,2.255473,0.004432,0.9995,0.890496,0.007563
锈蚀钢筋,9,4,2.281178,2.272872,2.28856,0.004079,0.9995,0.900456,0.006877
锈蚀钢筋,9,5,2.320685,2.313057,2.327493,0.003762,0.9995,0.911245,0.00622
锈蚀钢筋,9,6,2.328549,2.322497,2.333774,0.002935,0.9995,0.913285,0.004843
锈蚀钢筋,9,7,2.353553,2.348578,2.357762,0.002411,0.9995,0.919531,0.003902
锈蚀钢筋,9,8,2.350914,2.347167,2.353929,0.001708,0.9995,0.918889,0.002876
锈蚀钢筋,9,9,2.384254,2.381569,2.386549,0.00125,0.9995,0.926722,0.002089
锈蚀钢筋,9,10,2.451989,2.449807,2.453758,0.000992,0.9995,0.94082,0.001611
锈蚀钢筋,9,11,2.541663,2.539116,2.543947,0.001245,0.9995,0.956071,0.001901
锈蚀钢筋,9,12,2.6217,2.618852,2.624383,0.001436,0.9995,0.96682,0.00211
锈蚀钢筋,9,13,2.545579,2.543468,2.547761,0.001166,0.9995,0.956657,0.001686
锈蚀钢筋,9,14,2.552849,2.549115,2.5568,0.002023,0.9995,0.957725,0.00301
锈蚀钢筋,9,15,2.584852,2.579936,2.5897,0.002588,0.9995,0.962179,0.003777
锈蚀钢筋,9,22,2.298078,2.288658,2.308594,0.005193,0.9995,0.905181,0.008675
锈蚀钢筋,9,30,2.373589,2.363315,2.385274,0.005743,0.9995,0.924275,0.009251
锈蚀钢筋,9,37,2.392079,2.373713,2.4131,0.010281,0.9995,0.928445,0.016466
锈蚀钢筋,9,44,2.484076,2.462564,2.509309,0.012286,0.9995,0.946664,0.018818
锈蚀钢筋,9,51,2.740774,2.717129,2.770833,0.013936,0.9995,0.97867,0.019594
锈蚀钢筋,9,58,2.27149,2.24954,2.298671,0.012257,0.9995,0.897627,0.021629
锈蚀钢筋,9,90,1.986509,1.936357,2.038469,0.026699,0.9995,0.788617,0.051403
锈蚀钢筋,10,1,3.354998,3.34111,3.367262,0.006902,0.9995,0.99866,0.007795
锈蚀钢筋,10,2,3.236521,3.223389,3.248237,0.006495,0.9995,0.997569,0.007677
锈蚀钢筋,10,3,3.124486,3.11203,3.13566,0.006162,0.9995,0.995845,0.007563
锈蚀钢筋,10,4,3.171247,3.159701,3.181509,0.00567,0.9995,0.996668,0.006877
锈蚀钢筋,10,5,3.226163,3.215558,3.235626,0.00523,0.9995,0.997443,0.00622
锈蚀钢筋,10,6,3.237251,3.228838,3.244514,0.004081,0.9995,0.997579,0.004843
锈蚀钢筋,10,7,3.271818,3.264902,3.277669,0.003352,0.9995,0.997959,0.003902
锈蚀钢筋,10,8,3.268211,3.263002,3.272402,0.002374,0.9995,0.997922,0.002876
锈蚀钢筋,10,9,3.314513,3.310779,3.317703,0.001737,0.9995,0.998353,0.002089
锈蚀钢筋,10,10,3.408544,3.40551,3.411003,0.001379,0.9995,0.998987,0.001611
锈蚀钢筋,10,11,3.533618,3.530076,3.536792,0.001731,0.9995,0.999483,0.001901
锈蚀钢筋,10,12,3.644576,3.640617,3.648306,0.001997,0.9995,0.999723,0.00211
锈蚀钢筋,10,13,3.53896,3.536026,3.541994,0.001621,0.9995,0.999498,0.001686
锈蚀钢筋,10,14,3.549011,3.543819,3.554502,0.002812,0.9995,0.999526,0.00301
锈蚀钢筋,10,15,3.593548,3.586714,3.600288,0.003598,0.9995,0.99963,0.003777
锈蚀钢筋,10,22,3.195094,3.181998,3.209716,0.00722,0.9995,0.997027,0.008675
锈蚀钢筋,10,30,3.298744,3.284467,3.314984,0.007982,0.9995,0.998215,0.009251
锈蚀钢筋,10,37,3.32769,3.302141,3.356933,0.014302,0.9995,0.998456,0.016466
锈蚀钢筋,10,44,3.451124,3.421238,3.48618,0.017069,0.9995,0.999188,0.018818
锈蚀钢筋,10,51,3.807151,3.774305,3.848904,0.019358,0.9995,0.999893,0.019594
锈蚀钢筋,10,58,3.146743,3.116335,3.184397,0.01698,0.9995,0.996247,0.021629
锈蚀钢筋,10,90,3.310848,3.227261,3.397449,0.044498,0.9995,0.998281,0.051403
