样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),三区域判定,辅助概率
锈蚀钢筋,1,14,1.7629,0.301859,5.840148,5.831624,5.849476,支持曾遭雷击,1.0
锈蚀钢筋,1,15,1.6444,0.278082,5.91337,5.902823,5.92587,支持曾遭雷击,1.0
锈蚀钢筋,1,22,0.8094,0.153955,5.257388,5.23658,5.28337,支持曾遭雷击,1.0
锈蚀钢筋,1,30,0.389,0.071664,5.428137,5.405916,5.458797,支持曾遭雷击,1.0
锈蚀钢筋,1,37,0.227,0.04147,5.47381,5.432434,5.525198,支持曾遭雷击,1.0
锈蚀钢筋,1,44,0.124,0.021819,5.683125,5.635631,5.745224,支持曾遭雷击,1.0
锈蚀钢筋,1,51,0.067,0.01069,6.2673,6.217827,6.345957,支持曾遭雷击,1.0
锈蚀钢筋,1,58,0.0249,0.004799,5.189,5.143166,5.253948,支持曾遭雷击,1.0
锈蚀钢筋,1,90,0.0008,0.000151,5.297357,5.162963,5.4385,支持曾遭雷击,1.0
锈蚀钢筋,2,1,4.2406,0.871267,4.867163,4.845404,4.884663,支持曾遭雷击,1.0
锈蚀钢筋,2,2,3.7196,0.792209,4.695228,4.674685,4.711789,支持曾遭雷击,1.0
锈蚀钢筋,2,3,3.2626,0.719798,4.532657,4.513056,4.548354,支持曾遭雷击,1.0
锈蚀钢筋,2,4,3.0559,0.664218,4.600747,4.582868,4.615278,支持曾遭雷击,1.0
锈蚀钢筋,2,5,2.8537,0.609734,4.68024,4.663724,4.693696,支持曾遭雷击,1.0
锈蚀钢筋,2,6,2.6709,0.568723,4.696309,4.683331,4.706416,支持曾遭雷击,1.0
锈蚀钢筋,2,7,2.5007,0.526863,4.746394,4.735322,4.754097,支持曾遭雷击,1.0
锈蚀钢筋,2,8,2.3471,0.495041,4.741219,4.73302,4.74693,支持曾遭雷击,1.0
锈蚀钢筋,2,9,2.1906,0.455572,4.808458,4.802677,4.812711,支持曾遭雷击,1.0
锈蚀钢筋,2,10,2.0399,0.412522,4.944946,4.940238,4.948115,支持曾遭雷击,1.0
锈蚀钢筋,2,11,1.8961,0.369876,5.126314,5.120739,5.130444,支持曾遭雷击,1.0
锈蚀钢筋,2,12,1.7663,0.334058,5.287404,5.281204,5.292543,支持曾遭雷击,1.0
锈蚀钢筋,2,13,1.6611,0.323541,5.134119,5.129811,5.138222,支持曾遭雷击,1.0
锈蚀钢筋,2,14,1.5541,0.301859,5.148434,5.140919,5.156657,支持曾遭雷击,1.0
锈蚀钢筋,2,15,1.4497,0.278082,5.213216,5.203918,5.224236,支持曾遭雷击,1.0
锈蚀钢筋,2,22,0.7136,0.153955,4.635128,4.616782,4.658035,支持曾遭雷击,1.0
锈蚀钢筋,2,30,0.343,0.071664,4.786249,4.766656,4.813284,支持曾遭雷击,1.0
锈蚀钢筋,2,37,0.2001,0.04147,4.825151,4.788679,4.87045,支持曾遭雷击,1.0
锈蚀钢筋,2,44,0.1093,0.021819,5.0094,4.967536,5.064137,支持曾遭雷击,1.0
锈蚀钢筋,2,51,0.0591,0.01069,5.52832,5.484681,5.597703,支持曾遭雷击,1.0
锈蚀钢筋,2,58,0.022,0.004799,4.584659,4.544163,4.642042,支持曾遭雷击,1.0
锈蚀钢筋,2,90,0.0007,0.000151,4.635188,4.517593,4.758687,支持曾遭雷击,1.0
锈蚀钢筋,3,1,4.722,0.871267,5.419692,5.395462,5.439178,支持曾遭雷击,1.0
锈蚀钢筋,3,2,4.1419,0.792209,5.228295,5.20542,5.246735,支持曾遭雷击,1.0
锈蚀钢筋,3,3,3.6331,0.719798,5.047385,5.025558,5.064864,支持曾遭雷击,1.0
锈蚀钢筋,3,4,3.4028,0.664218,5.123015,5.103107,5.139196,支持曾遭雷击,1.0
锈蚀钢筋,3,5,3.1777,0.609734,5.21162,5.193229,5.226603,支持曾遭雷击,1.0
锈蚀钢筋,3,6,2.9741,0.568723,5.229433,5.214982,5.240687,支持曾遭雷击,1.0
锈蚀钢筋,3,7,2.7847,0.526863,5.285434,5.273104,5.294012,支持曾遭雷击,1.0
锈蚀钢筋,3,8,2.6136,0.495041,5.279558,5.270428,5.285917,支持曾遭雷击,1.0
锈蚀钢筋,3,9,2.4393,0.455572,5.354365,5.347927,5.359101,支持曾遭雷击,1.0
锈蚀钢筋,3,10,2.2715,0.412522,5.506371,5.501127,5.509899,支持曾遭雷击,1.0
锈蚀钢筋,3,11,2.1114,0.369876,5.708401,5.702193,5.713,支持曾遭雷击,1.0
锈蚀钢筋,3,12,1.9669,0.334058,5.887898,5.880995,5.893621,支持曾遭雷击,1.0
锈蚀钢筋,3,13,1.8497,0.323541,5.717043,5.712245,5.721612,支持曾遭雷击,1.0
锈蚀钢筋,3,14,1.7306,0.301859,5.733144,5.724776,5.742301,支持曾遭雷击,1.0
锈蚀钢筋,3,15,1.6142,0.278082,5.804769,5.794416,5.817039,支持曾遭雷击,1.0
锈蚀钢筋,3,22,0.7946,0.153955,5.161256,5.140828,5.186763,支持曾遭雷击,1.0
锈蚀钢筋,3,30,0.3819,0.071664,5.329063,5.307248,5.359164,支持曾遭雷击,1.0
锈蚀钢筋,3,37,0.2229,0.04147,5.374943,5.334315,5.425404,支持曾遭雷击,1.0
锈蚀钢筋,3,44,0.1217,0.021819,5.577712,5.531099,5.638659,支持曾遭雷击,1.0
锈蚀钢筋,3,51,0.0658,0.01069,6.15505,6.106463,6.232298,支持曾遭雷击,1.0
锈蚀钢筋,3,58,0.0245,0.004799,5.105642,5.060545,5.169547,支持曾遭雷击,1.0
锈蚀钢筋,3,90,0.0008,0.000151,5.297357,5.162963,5.4385,支持曾遭雷击,1.0
锈蚀钢筋,4,1,4.5911,0.871267,5.269451,5.245893,5.288397,支持曾遭雷击,1.0
锈蚀钢筋,4,2,4.0271,0.792209,5.083384,5.061142,5.101313,支持曾遭雷击,1.0
锈蚀钢筋,4,3,3.5324,0.719798,4.907485,4.886262,4.924479,支持曾遭雷击,1.0
锈蚀钢筋,4,4,3.3085,0.664218,4.981044,4.961687,4.996776,支持曾遭雷击,1.0
锈蚀钢筋,4,5,3.0896,0.609734,5.06713,5.049249,5.081698,支持曾遭雷击,1.0
锈蚀钢筋,4,6,2.8917,0.568723,5.084547,5.070496,5.095489,支持曾遭雷击,1.0
锈蚀钢筋,4,7,2.7075,0.526863,5.138906,5.126918,5.147246,支持曾遭雷击,1.0
锈蚀钢筋,4,8,2.5412,0.495041,5.133308,5.12443,5.139491,支持曾遭雷击,1.0
锈蚀钢筋,4,9,2.3717,0.455572,5.20598,5.199721,5.210585,支持曾遭雷击,1.0
锈蚀钢筋,4,10,2.2085,0.412522,5.353652,5.348554,5.357082,支持曾遭雷击,1.0
锈蚀钢筋,4,11,2.0528,0.369876,5.54997,5.543934,5.554441,支持曾遭雷击,1.0
锈蚀钢筋,4,12,1.9124,0.334058,5.724753,5.718041,5.730317,支持曾遭雷击,1.0
锈蚀钢筋,4,13,1.7984,0.323541,5.558486,5.553821,5.562927,支持曾遭雷击,1.0
锈蚀钢筋,4,14,1.6826,0.301859,5.57413,5.565994,5.583032,支持曾遭雷击,1.0
锈蚀钢筋,4,15,1.5695,0.278082,5.644025,5.633958,5.655955,支持曾遭雷击,1.0
锈蚀钢筋,4,22,0.7726,0.153955,5.018357,4.998495,5.043158,支持曾遭雷击,1.0
锈蚀钢筋,4,30,0.3713,0.071664,5.18115,5.15994,5.210415,支持曾遭雷击,1.0
锈蚀钢筋,4,37,0.2167,0.04147,5.225438,5.18594,5.274495,支持曾遭雷击,1.0
锈蚀钢筋,4,44,0.1183,0.021819,5.421885,5.376574,5.481129,支持曾遭雷击,1.0
锈蚀钢筋,4,51,0.064,0.01069,5.986675,5.939417,6.06181,支持曾遭雷击,1.0
锈蚀钢筋,4,58,0.0238,0.004799,4.959767,4.915958,5.021846,支持曾遭雷击,1.0
锈蚀钢筋,4,90,0.0007,0.000151,4.635188,4.517593,4.758687,支持曾遭雷击,1.0
锈蚀钢筋,5,1,3.7214,0.871267,4.27125,4.252155,4.286607,支持曾遭雷击,1.0
锈蚀钢筋,5,2,3.2643,0.792209,4.120506,4.102478,4.135039,支持曾遭雷击,1.0
锈蚀钢筋,5,3,2.8632,0.719798,3.97778,3.960578,3.991555,支持曾遭雷击,1.0
锈蚀钢筋,5,4,2.6818,0.664218,4.037528,4.021839,4.050281,支持曾遭雷击,1.0
锈蚀钢筋,5,5,2.5043,0.609734,4.107203,4.092709,4.119011,支持曾遭雷击,1.0
锈蚀钢筋,5,6,2.3439,0.568723,4.121337,4.109948,4.130206,支持曾遭雷击,1.0
锈蚀钢筋,5,7,2.1946,0.526863,4.165408,4.155692,4.172169,支持曾遭雷击,1.0
锈蚀钢筋,5,8,2.0598,0.495041,4.160864,4.153668,4.165876,支持曾遭雷击,1.0
锈蚀钢筋,5,9,1.9224,0.455572,4.219748,4.214675,4.22348,支持曾遭雷击,1.0
锈蚀钢筋,5,10,1.7902,0.412522,4.339646,4.335513,4.342426,支持曾遭雷击,1.0
锈蚀钢筋,5,11,1.664,0.369876,4.498806,4.493914,4.502431,支持曾遭雷击,1.0
锈蚀钢筋,5,12,1.5501,0.334058,4.640211,4.63477,4.644721,支持曾遭雷击,1.0
锈蚀钢筋,5,13,1.4577,0.323541,4.505452,4.50167,4.509052,支持曾遭雷击,1.0
锈蚀钢筋,5,14,1.3639,0.301859,4.518338,4.511743,4.525554,支持曾遭雷击,1.0
锈蚀钢筋,5,15,1.2722,0.278082,4.574915,4.566755,4.584585,支持曾遭雷击,1.0
锈蚀钢筋,5,22,0.6262,0.153955,4.067429,4.05133,4.08753,支持曾遭雷击,1.0
锈蚀钢筋,5,30,0.301,0.071664,4.200178,4.182984,4.223902,支持曾遭雷击,1.0
锈蚀钢筋,5,37,0.1756,0.04147,4.234365,4.202359,4.274118,支持曾遭雷击,1.0
锈蚀钢筋,5,44,0.0959,0.021819,4.395256,4.358524,4.443282,支持曾遭雷击,1.0
锈蚀钢筋,5,51,0.0518,0.01069,4.845465,4.807216,4.906277,支持曾遭雷击,1.0
锈蚀钢筋,5,58,0.0193,0.004799,4.021996,3.98647,4.072337,支持曾遭雷击,1.0
锈蚀钢筋,5,90,0.0006,0.000151,3.973018,3.872222,4.078875,支持曾遭雷击,1.0
锈蚀钢筋,6,1,4.6704,0.871267,5.360468,5.336503,5.379741,支持曾遭雷击,1.0
锈蚀钢筋,6,2,4.0966,0.792209,5.171113,5.148488,5.189352,支持曾遭雷击,1.0
锈蚀钢筋,6,3,3.5933,0.719798,4.992092,4.970504,5.009379,支持曾遭雷击,1.0
锈蚀钢筋,6,4,3.3656,0.664218,5.067009,5.047319,5.083013,支持曾遭雷击,1.0
锈蚀钢筋,6,5,3.1429,0.609734,5.154546,5.136356,5.169365,支持曾遭雷击,1.0
锈蚀钢筋,6,6,2.9416,0.568723,5.172288,5.157994,5.183418,支持曾遭雷击,1.0
锈蚀钢筋,6,7,2.7542,0.526863,5.227544,5.215349,5.236028,支持曾遭雷击,1.0
锈蚀钢筋,6,8,2.585,0.495041,5.221785,5.212755,5.228075,支持曾遭雷击,1.0
锈蚀钢筋,6,9,2.4126,0.455572,5.295757,5.28939,5.300441,支持曾遭雷击,1.0
锈蚀钢筋,6,10,2.2467,0.412522,5.446253,5.441067,5.449742,支持曾遭雷击,1.0
锈蚀钢筋,6,11,2.0883,0.369876,5.645948,5.639808,5.650496,支持曾遭雷击,1.0
锈蚀钢筋,6,12,1.9454,0.334058,5.823538,5.81671,5.829198,支持曾遭雷击,1.0
锈蚀钢筋,6,13,1.8294,0.323541,5.6543,5.649555,5.658819,支持曾遭雷击,1.0
锈蚀钢筋,6,14,1.7116,0.301859,5.670201,5.661925,5.679257,支持曾遭雷击,1.0
锈蚀钢筋,6,15,1.5966,0.278082,5.741478,5.731238,5.753615,支持曾遭雷击,1.0
锈蚀钢筋,6,22,0.7859,0.153955,5.104746,5.084542,5.129974,支持曾遭雷击,1.0
锈蚀钢筋,6,30,0.3777,0.071664,5.270456,5.248881,5.300226,支持曾遭雷击,1.0
锈蚀钢筋,6,37,0.2204,0.04147,5.314659,5.274486,5.364553,支持曾遭雷击,1.0
锈蚀钢筋,6,44,0.1204,0.021819,5.518131,5.472016,5.578427,支持曾遭雷击,1.0
锈蚀钢筋,6,51,0.0651,0.01069,6.08957,6.041501,6.165997,支持曾遭雷击,1.0
锈蚀钢筋,6,58,0.0242,0.004799,5.043124,4.998579,5.106246,支持曾遭雷击,1.0
锈蚀钢筋,6,90,0.0008,0.000151,5.297357,5.162963,5.4385,支持曾遭雷击,1.0
锈蚀钢筋,7,1,2.2293,0.871267,2.558687,2.547248,2.567886,支持曾遭雷击,1.0
锈蚀钢筋,7,2,1.9555,0.792209,2.468416,2.457616,2.477122,支持曾遭雷击,1.0
锈蚀钢筋,7,3,1.7152,0.719798,2.382889,2.372584,2.391141,支持曾遭雷击,1.0
锈蚀钢筋,7,4,1.6065,0.664218,2.418633,2.409234,2.426272,支持曾遭雷击,1.0
锈蚀钢筋,7,5,1.5002,0.609734,2.460418,2.451736,2.467492,支持曾遭雷击,1.0
锈蚀钢筋,7,6,1.4041,0.568723,2.468864,2.462041,2.474177,支持曾遭雷击,1.0
锈蚀钢筋,7,7,1.3147,0.526863,2.495335,2.489514,2.499385,支持曾遭雷击,1.0
锈蚀钢筋,7,8,1.2339,0.495041,2.492519,2.488208,2.495521,支持曾遭雷击,1.0
锈蚀钢筋,7,9,1.1516,0.455572,2.52781,2.524771,2.530046,支持曾遭雷击,1.0
锈蚀钢筋,7,10,1.0724,0.412522,2.599618,2.597142,2.601284,支持曾遭雷击,1.0
锈蚀钢筋,7,11,0.9968,0.369876,2.694958,2.692027,2.697129,支持曾遭雷击,1.0
锈蚀钢筋,7,12,0.9286,0.334058,2.779756,2.776497,2.782458,支持曾遭雷击,1.0
锈蚀钢筋,7,13,0.8733,0.323541,2.699191,2.696926,2.701348,支持曾遭雷击,1.0
锈蚀钢筋,7,14,0.817,0.301859,2.706564,2.702613,2.710886,支持曾遭雷击,1.0
锈蚀钢筋,7,15,0.7621,0.278082,2.740562,2.735674,2.746355,支持曾遭雷击,1.0
锈蚀钢筋,7,22,0.3751,0.153955,2.43643,2.426787,2.448471,支持曾遭雷击,1.0
锈蚀钢筋,7,30,0.1803,0.071664,2.515921,2.505621,2.530132,支持曾遭雷击,1.0
锈蚀钢筋,7,37,0.1052,0.04147,2.536761,2.517586,2.560576,支持曾遭雷击,1.0
锈蚀钢筋,7,44,0.0575,0.021819,2.63532,2.613297,2.664116,支持曾遭雷击,1.0
锈蚀钢筋,7,51,0.0311,0.01069,2.90915,2.886186,2.945661,支持曾遭雷击,1.0
锈蚀钢筋,7,58,0.0115,0.004799,2.396526,2.375358,2.426522,支持曾遭雷击,1.0
锈蚀钢筋,7,90,0.0004,0.000151,2.648679,2.581481,2.71925,支持曾遭雷击,1.0
锈蚀钢筋,8,1,2.5442,0.871267,2.920114,2.90706,2.930613,支持曾遭雷击,1.0
锈蚀钢筋,8,2,2.2316,0.792209,2.816935,2.80461,2.82687,支持曾遭雷击,1.0
锈蚀钢筋,8,3,1.9575,0.719798,2.719511,2.707751,2.728929,支持曾遭雷击,1.0
锈蚀钢筋,8,4,1.8334,0.664218,2.760237,2.749511,2.768955,支持曾遭雷击,1.0
锈蚀钢筋,8,5,1.7121,0.609734,2.807947,2.798038,2.81602,支持曾遭雷击,1.0
锈蚀钢筋,8,6,1.6025,0.568723,2.817715,2.809928,2.823779,支持曾遭雷击,1.0
锈蚀钢筋,8,7,1.5004,0.526863,2.847799,2.841155,2.85242,支持曾遭雷击,1.0
锈蚀钢筋,8,8,1.4082,0.495041,2.84461,2.839691,2.848037,支持曾遭雷击,1.0
锈蚀钢筋,8,9,1.3143,0.455572,2.884943,2.881475,2.887495,支持曾遭雷击,1.0
锈蚀钢筋,8,10,1.2239,0.412522,2.966871,2.964046,2.968772,支持曾遭雷击,1.0
锈蚀钢筋,8,11,1.1376,0.369876,3.075626,3.072281,3.078104,支持曾遭雷击,1.0
锈蚀钢筋,8,12,1.0597,0.334058,3.172203,3.168483,3.175286,支持曾遭雷击,1.0
锈蚀钢筋,8,13,0.9966,0.323541,3.080286,3.077701,3.082748,支持曾遭雷击,1.0
锈蚀钢筋,8,14,0.9324,0.301859,3.088862,3.084353,3.093795,支持曾遭雷击,1.0
锈蚀钢筋,8,15,0.8697,0.278082,3.127498,3.12192,3.134109,支持曾遭雷击,1.0
锈蚀钢筋,8,22,0.4281,0.153955,2.780687,2.769681,2.794429,支持曾遭雷击,1.0
锈蚀钢筋,8,30,0.2058,0.071664,2.87175,2.859994,2.88797,支持曾遭雷击,1.0
锈蚀钢筋,8,37,0.1201,0.04147,2.896055,2.874164,2.923243,支持曾遭雷击,1.0
锈蚀钢筋,8,44,0.0656,0.021819,3.006556,2.98143,3.039409,支持曾遭雷击,1.0
锈蚀钢筋,8,51,0.0354,0.01069,3.311379,3.28524,3.352939,支持曾遭雷击,1.0
锈蚀钢筋,8,58,0.0132,0.004799,2.750795,2.726498,2.785225,支持曾遭雷击,1.0
锈蚀钢筋,8,90,0.0004,0.000151,2.648679,2.581481,2.71925,支持曾遭雷击,1.0
锈蚀钢筋,9,1,2.1026,0.871267,2.413266,2.402478,2.421943,支持曾遭雷击,1.0
锈蚀钢筋,9,2,1.8443,0.792209,2.328049,2.317863,2.33626,支持曾遭雷击,1.0
锈蚀钢筋,9,3,1.6177,0.719798,2.247435,2.237716,2.255217,支持曾遭雷击,1.0
锈蚀钢筋,9,4,1.5152,0.664218,2.281178,2.272313,2.288383,支持曾遭雷击,1.0
锈蚀钢筋,9,5,1.415,0.609734,2.320685,2.312496,2.327357,支持曾遭雷击,1.0
锈蚀钢筋,9,6,1.3243,0.568723,2.328549,2.322114,2.33356,支持曾遭雷击,1.0
锈蚀钢筋,9,7,1.24,0.526863,2.353553,2.348062,2.357372,支持曾遭雷击,1.0
锈蚀钢筋,9,8,1.1638,0.495041,2.350914,2.346849,2.353746,支持曾遭雷击,1.0
锈蚀钢筋,9,9,1.0862,0.455572,2.384254,2.381388,2.386363,支持曾遭雷击,1.0
锈蚀钢筋,9,10,1.0115,0.412522,2.451989,2.449655,2.453561,支持曾遭雷击,1.0
锈蚀钢筋,9,11,0.9401,0.369876,2.541663,2.538899,2.543711,支持曾遭雷击,1.0
锈蚀钢筋,9,12,0.8758,0.334058,2.6217,2.618626,2.624248,支持曾遭雷击,1.0
锈蚀钢筋,9,13,0.8236,0.323541,2.545579,2.543442,2.547613,支持曾遭雷击,1.0
锈蚀钢筋,9,14,0.7706,0.301859,2.552849,2.549123,2.556927,支持曾遭雷击,1.0
锈蚀钢筋,9,15,0.7188,0.278082,2.584852,2.580242,2.590316,支持曾遭雷击,1.0
锈蚀钢筋,9,22,0.3538,0.153955,2.298078,2.288982,2.309435,支持曾遭雷击,1.0
锈蚀钢筋,9,30,0.1701,0.071664,2.373589,2.363872,2.386996,支持曾遭雷击,1.0
锈蚀钢筋,9,37,0.0992,0.04147,2.392079,2.373998,2.414536,支持曾遭雷击,1.0
锈蚀钢筋,9,44,0.0542,0.021819,2.484076,2.463316,2.511219,支持曾遭雷击,1.0
锈蚀钢筋,9,51,0.0293,0.01069,2.740774,2.719139,2.775172,支持曾遭雷击,1.0
锈蚀钢筋,9,58,0.0109,0.004799,2.27149,2.251426,2.299921,支持曾遭雷击,1.0
锈蚀钢筋,9,90,0.0003,0.000151,1.986509,1.936111,2.039437,支持曾遭雷击,1.0
锈蚀钢筋,10,1,2.9231,0.871267,3.354998,3.339999,3.367061,支持曾遭雷击,1.0
锈蚀钢筋,10,2,2.564,0.792209,3.236521,3.222361,3.247937,支持曾遭雷击,1.0
锈蚀钢筋,10,3,2.249,0.719798,3.124486,3.110974,3.135306,支持曾遭雷击,1.0
锈蚀钢筋,10,4,2.1064,0.664218,3.171247,3.158923,3.181263,支持曾遭雷击,1.0
锈蚀钢筋,10,5,1.9671,0.609734,3.226163,3.214778,3.235438,支持曾遭雷击,1.0
锈蚀钢筋,10,6,1.8411,0.568723,3.237251,3.228305,3.244218,支持曾遭雷击,1.0
锈蚀钢筋,10,7,1.7238,0.526863,3.271818,3.264185,3.277128,支持曾遭雷击,1.0
锈蚀钢筋,10,8,1.6179,0.495041,3.268211,3.262559,3.272148,支持曾遭雷击,1.0
锈蚀钢筋,10,9,1.51,0.455572,3.314513,3.310528,3.317444,支持曾遭雷击,1.0
锈蚀钢筋,10,10,1.4061,0.412522,3.408544,3.405298,3.410728,支持曾遭雷击,1.0
锈蚀钢筋,10,11,1.307,0.369876,3.533618,3.529775,3.536464,支持曾遭雷击,1.0
锈蚀钢筋,10,12,1.2175,0.334058,3.644576,3.640303,3.648118,支持曾遭雷击,1.0
锈蚀钢筋,10,13,1.145,0.323541,3.53896,3.53599,3.541788,支持曾遭雷击,1.0
锈蚀钢筋,10,14,1.0713,0.301859,3.549011,3.54383,3.554679,支持曾遭雷击,1.0
锈蚀钢筋,10,15,0.9993,0.278082,3.593548,3.587139,3.601144,支持曾遭雷击,1.0
锈蚀钢筋,10,22,0.4919,0.153955,3.195094,3.182448,3.210885,支持曾遭雷击,1.0
锈蚀钢筋,10,30,0.2364,0.071664,3.298744,3.285241,3.317377,支持曾遭雷击,1.0
锈蚀钢筋,10,37,0.138,0.04147,3.32769,3.302537,3.358931,支持曾遭雷击,1.0
锈蚀钢筋,10,44,0.0753,0.021819,3.451124,3.422282,3.488833,支持曾遭雷击,1.0
锈蚀钢筋,10,51,0.0407,0.01069,3.807151,3.777098,3.854932,支持曾遭雷击,1.0
锈蚀钢筋,10,58,0.0151,0.004799,3.146743,3.118948,3.186129,支持曾遭雷击,1.0
锈蚀钢筋,10,90,0.0005,0.000151,3.310848,3.226852,3.399062,支持曾遭雷击,1.0
